0,1
12,0
11,32
11,13
11,1
11,1
10,29
10,21
10,20
10,4
9,58
9,43
9,34
9,7
9,0
8,55
8,46
8,45
8,45
8,27
8,25
8,25
8,5
8,4
8,3
7,51
7,32
7,18
7,9
6,51
6,50
6,49
6,27
6,21
5,50
5,24
5,23
5,23
4,54
4,53
4,53
4,3
3,46
3,40
3,17
3,9
3,8
2,39
2,9
1,56
1,49
1,30
1,30
1,19
1,19
1,2
0,54
0,41
0,41
0,38
0,25
0,4
0,1
0,0
11,47
11,47
11,47
11,17
11,4
10,50
10,48
10,41
10,39
10,35
10,23
10,15
10,15
9,44
9,42
9,37
9,37
9,10
8,57
8,50
8,39
8,38
8,32
8,31
8,30
8,30
7,52
7,40
7,40
7,40
7,31
7,30
7,30
7,12
6,47
6,46
6,46
6,44
6,38
6,38
6,17
6,10
5,56
5,56
5,56
5,56
5,35
5,33
5,27
5,6
4,48
4,48
4,31
4,23
4,7
4,7
4,3
4,2
4,2
4,2
3,44
3,38
3,22
3,22
3,22
3,22
3,5
2,56
2,52
2,52
2,33
2,18
1,57
1,51
1,42
1,26
0,47
0,36
0,36
0,36
0,30
0,2
11,44
11,15
11,14
11,5
10,53
10,17
10,7
9,56
9,45
9,32
8,57
8,33
8,16
8,9
7,57
7,45
7,13
7,0
7,0
7,0
6,48
6,31
6,25
5,59
5,59
5,40
5,39
5,38
5,38
5,25
5,14
5,2
4,39
4,39
4,39
4,39
4,10
3,39
3,20
3,11
2,48
2,42
2,33
2,24
2,21
2,21
1,52
1,29
1,21
1,20
1,19
1,3
0,56
0,33
0,26
0,26
0,3
0,0
0,0
11,25
11,15
11,6
10,54
10,32
10,19
10,1
9,39
9,39
9,3
9,3
8,50
8,38
8,24
8,3
7,43
7,39
7,39
7,3
6,25
6,11
6,10
6,10
6,10
5,54
5,20
5,2
4,47
4,29
4,29
4,4
3,57
3,55
3,55
3,19
2,55
2,55
2,38
2,11
1,52
1,27
1,22
1,22
0,58
0,55
0,42
0,39
0,39
0,26
0,23
0,19
0,14
0,13
0,11
0,11
0,10
0,2
0,1
11,42
11,32
11,14
11,5
10,44
10,28
10,21
10,3
9,58
9,42
9,19
8,55
8,55
8,28
8,25
8,22
8,5
8,4
8,4
7,33
7,9
7,9
6,51
6,28
6,0
5,34
5,1
4,53
4,53
4,32
4,30
4,23
4,21
4,21
3,46
3,18
3,8
3,8
3,8
2,57
2,38
2,29
2,8
1,57
1,49
1,43
1,30
1,30
1,19
1,3
0,53
0,44
0,38
0,38
0,24
0,5
11,47
11,47
11,28
11,4
10,35
10,23
10,23
10,23
10,15
9,55
9,37
9,21
8,57
8,49
8,39
8,30
8,7
8,6
8,6
7,52
7,47
7,5
6,18
6,10
5,56
5,56
5,56
5,56
5,50
5,7
4,48
4,48
4,48
4,32
4,22
4,3
4,2
4,2
3,45
3,38
3,24
3,23
3,23
3,22
3,22
3,6
3,5
3,5
2,57
2,52
2,52
2,35
1,58
1,50
1,42
1,42
1,42
1,9
0,46
0,36
0,36
0,11
0,0
0,0
11,43
11,29
11,29
11,26
11,14
11,5
10,25
10,24
10,18
10,0
9,59
9,59
9,58
9,58
9,57
9,56
9,56
9,45
9,17
8,56
8,34
8,16
7,58
7,44
7,37
7,12
7,0
6,47
6,32
6,4
6,2
5,59
5,59
5,38
5,26
5,13
5,2
5,2
4,39
4,39
4,39
4,39
4,27
3,52
3,39
3,38
3,20
3,10
3,6
3,6
2,49
2,40
2,33
2,33
2,23
2,21
2,21
2,21
2,21
2,7
2,5
2,5
1,34
1,18
1,3
0,55
0,34
0,26
0,4
11,43
11,24
11,7
11,0
10,33
10,27
10,19
9,49
9,39
9,39
9,39
9,21
9,3
8,51
8,38
8,38
8,24
8,24
7,44
7,14
7,2
6,38
6,37
6,34
6,24
6,12
6,10
5,53
5,34
5,3
4,46
4,23
4,22
4,19
4,16
4,5
3,54
3,34
2,55
2,55
2,37
2,22
2,2
2,2
1,52
1,30
1,0
0,42
0,39
0,39
0,36
0,26
0,23
0,19
0,11
0,11
0,10
